course_code,course_name,credits,day,start_time,end_time,room,lecturer,exam_date,exam_session
HRM3209,HUMAN RESOURCE MANAGEMENT,3,TU,9:30,11:20,TCB 506,DR.CHAKRIT,26-10-25,B
HRM3210,HUMAN RESOURCE MANAGEMENT UNDER,3,S,9:30,11:20,VKB 502,ASST.PROF.DR.SNITNUTH; DR.PEERAWUT,19-10-25,B
HRM3211,OCCUPATIONAL HEAITH SAFETY AND WORKPLACE,3,W,11:30,13:20,SKB503,DR.SINART,19-10-25,A
HRM3213,SEMINAR IN HUMAN RESOURCE,3,TU,15:30,17:20,SBB 303,ASST.PROF.DR.SNITNUTH,26-10-25,A
HRM3314,PRACTICAL TRAINING IN HUMAN RESOURCES,3,TU,9:30,11:20,TCB 703,DR.NARINEE,26-10-25,B
HRM4315,INTERNATIONAL HUMAN RESOURCE,3,W,11:30,13:20,TCB 603,DR.PIYANUCH,21-10-25,A
HRM4316,INTERVIEWING TECHNIQUES,3,TU,11:30,13:20,SKB504,DR.NARINEE,24-10-25,A
HRM4318,TEAMWORK,3,M,13:30,15:20,VKB 502,DR.CHAKRIT; à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸±à¸à¸¨à¸¶à¸à¸©à¸²à¸£à¸«à¸±à¸ª 59 à¹à¸¥à¸°à¸™à¸¨.à¸£à¸«à¸±à¸ª 65,27-10-25,B
HRM4320,STRATEGIES FOR EMPLOYEE'S,3,M,9:30,11:20,SBB 309,DR.SURAPAT,18-10-25,B
HRM4321,HUMAN RESOURCES MANAGEMENT AUDIT,3,M,9:30,11:20,SBB 308,DR.CHAKRIT,16-10-25,A
HRM4323,CAREER MANAGEMENT,3,TH,9:30,11:20,TCB 507,DR.PIYANUCH,16-10-25,B
INB3101,INTRODUCTION TO INTERNATIONAL,3,TU,11:30,13:20,SKB501,ASST.PROF.DR.WONGTHEERA,28-10-25,B
INB3102,INTERNATIONAL TRADE NEGOTIATE,3,TU,7:30,9:20,TCB 506,ASST.PROF.DR.WONGTHEERA,21-10-25,A
INB3103,PRINCIPLES AND PROCEDURE OF EXPORT,3,M,9:30,11:20,SB508,DR.PRAPHAN,16-10-25,A
INB3104,INTRODUCTION TO ELECTRONIC COMMERCE,3,TH,11:30,13:20,SKB503,DR.SURACHET,17-10-25,B
INB3105,INTERNATIONAL TRADE STRATEGIES,3,M,13:30,15:20,SB507,,18-10-25,A
INB3106,INTERNATIONAL BUSINESS RESEARCH,3,TH,9:30,11:20,SKB503,ASST.PROF.DR.WONGTHEERA,27-10-25,B
INB3107,INTERNATIONAL BUSINESS MANAGEMENT,3,TU,9:30,11:20,SB507,,22-10-25,A
INB3108,DOCUMENTATION IN INTERNATIONAL,3,TH,9:30,11:20,SBB 307,DR.KITTINART,16-10-25,B
INB3110,THE REGULATION OF INTERNATIONAL,3,TH,9:30,11:20,SBB 307,DR.KITTINART,16-10-25,B
INB3113,FINANCE FOR INTERNATIONAL BUSINESS,3,M,13:30,15:20,SB 510,DR.PRAPHAN,20-10-25,A
INB3114,GLOBAL MARKETING,3,W,11:30,13:20,SKB504,DR.SURACHET,18-10-25,B
INB3115,DIVERSITY MANAGEMENT IN INTERNATIONAL,3,TU,13:30,15:20,SB508,DR.KITTINART,26-10-25,B
INB3116,INTERNATIONAL TRADE NEGOTIATION AND,3,TU,7:30,9:20,TCB 506,ASST.PROF.DR.WONGTHEERA,21-10-25,A
INB3117,THE REGULATION AND DOCUMENTS IN,3,TH,9:30,11:20,SBB 307,DR.KITTINART,16-10-25,B
INB3118,SME IN INTERNATIONAL TRADE,3,M,9:30,11:20,TCB 603,,15-10-25,A
INB3119,INTERNATIONAL MARKETING,3,W,11:30,13:20,SKB504,DR.SURACHET,18-10-25,B
INB4101,SEMINAR IN INTERNATIONAL BUSINESS,3,M,11:30,13:20,TCB 603,DR.KITTINART,17-10-25,A
INB4102,PARTICIPATION IN INTERNATIONAL TRADE,3,M,11:30,13:20,SKB501,DR.SURACHET,20-10-25,B
INB4109,DOING BUSINESS WITH ASEAN AND,3,TU,11:30,13:20,TCB 506,,24-10-25,A
INB4110,SME IN INTERNATIONAL TRADE,3,M,9:30,11:20,TCB 603,,15-10-25,A
INB4111,INTERNATIONAL STANDARD FOR,3,M,13:30,15:20,SKB503,,18-10-25,A
INB4114,RISK MANAGEMENT FOR INTERNATIONAL,3,TU,9:30,11:20,SB509,DR.PRAPHAN,26-10-25,A
INB4115,INTERNATIONAL SUPPLY CHAIN,3,TH,9:30,11:20,SB508,ASST.PROF.DR.TUSSANEE,27-10-25,B
INB4116,INTERNATIONAL BUSINESSES,3,M,9:30,11:20,SKB501,DR.KITTINART,27-10-25,A
INT1001,FUNDAMENTAL OF INFORMATION TECHNOLOGY,3,TH,9:30,11:20,SCL 201 PRAYAT,à¸«à¹‰à¸²à¸¡ à¸™.à¸¨.à¸ à¸²à¸„à¸§à¸´à¸Šà¸²à¸§à¸´à¸—à¸¢à¸²à¸à¸²à¸£à¸„à¸­à¸¡à¸žà¸´à¸§à¹€à¸•à¸­à¸£à¹Œ à¸£à¸«à¸±à¸ª 60..à¹€à¸›à¹‡à¸™à¸•à¹‰à¸™à¹„à¸›,,
INT1001,FUNDAMENTAL OF INFORMATION TECHNOLOGY,3,TH,11:30,13:20,SCL 201 PRAYAT,à¸«à¹‰à¸²à¸¡ à¸™.à¸¨.à¸ à¸²à¸„à¸§à¸´à¸Šà¸²à¸§à¸´à¸—à¸¢à¸²à¸à¸²à¸£à¸„à¸­à¸¡à¸žà¸´à¸§à¹€à¸•à¸­à¸£à¹Œ à¸£à¸«à¸±à¸ª 60..à¹€à¸›à¹‡à¸™à¸•à¹‰à¸™à¹„à¸›,,
INT1004,INTRODUCTION TO COMPUTER FOR,3,F,9:30,11:20,SCL 206,ASSOC.PROF.DR.URAI,22-10-25,B
INT1005,INTRODUCTION TO COMPUTER SYSTEMS,3,TH,9:30,11:20,SBB 501,ASST.PROF.DR.SATHIT; ASST.PROF.PORNPUN; ASST.PROF.DR.CHADAPORN,28-10-25,B
INT2101,PLATFORM TECHNOLOGIES,3,F,9:30,11:20,SCL 211/2,,,
INT2103,HUMAN INTERFACE DESIGN,3,TH,11:30,13:20,SCL 211,ASST.PROF.DR.PAWALAI,,
INT3101,WEB DESIGN AND WEB COMPONENT,3,TH,9:30,11:20,SCL 211/2,ASSOC.PROF.DR.ANNUPAN,,
INT3101,WEB DESIGN AND WEB COMPONENT,3,TH,11:30,13:20,SCL 211/2,ASSOC.PROF.DR.ANNUPAN; ASSOC.PROF.DR.ANNUPAN,,
INT3102,OBJECT-ORIENTED ANALYSIS AND DESIGN,3,M,11:30,13:20,SCL 205,ASST.PROF.PORNPUN,,
INT3103,SOFTWARE DEVELOPMENT PROCESS,3,W,9:30,11:20,SCL 211,ASSOC.PROF.DR.URAI,,
INT3105,DATABASE MANAGEMENT SYSTEMS,3,M,8:30,10:20,SCL 206,ASST.PROF.DR.SATHIT,,
INT3106,DATABASE DESIGN AND IMPLEMENTATION,3,TU,8:30,10:20,SCL 206,ASST.PROF.DR.SATHIT,,
INT3107,NETWORK TECHNOLOGY II,3,TU,7:30,9:20,SCL 201,ASST.PROF.CHATREE,,
INT3107,NETWORK TECHNOLOGY II,3,TH,7:30,9:20,SCL 201,ASST.PROF.CHATREE; ASST.PROF.CHATREE,,
INT3109,INTRODUCTION TO MULTIMEDIA,3,M,13:30,15:20,SCL 211,ASST.PROF.CHATREE,,
INT3109,INTRODUCTION TO MULTIMEDIA,3,M,15:30,17:20,SCL 211,ASST.PROF.CHATREE; ASST.PROF.CHATREE,,
INT3110,INFORMATION TECHNOLOGY MANAGEMENT IN,3,W,11:30,13:20,SCL 206,ASST.PROF.PORNPUN,,
INT3111,WEB DESIGN AND WEB COMPONENT,3,TH,11:30,13:20,SCL 204,ASST.PROF.DR.CHOUVALIT,,
INT3111,WEB DESIGN AND WEB COMPONENT,3,TH,13:30,15:20,SCL 211/2,ASST.PROF.DR.CHOUVALIT; ASST.PROF.DR.CHOUVALIT; à¸ªà¸³à¸«à¸£à¸±à¸š à¸™.à¸¨. à¸£à¸«à¸±à¸ª 60 à¹€à¸›à¹‡à¸™à¸•à¹‰à¸™à¹„à¸› à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
INT4101,INFORMATION SECURITY,3,M,13:30,15:20,SCL 201,,,
INT4101,INFORMATION SECURITY,3,M,15:30,17:20,SCL 201,,,
INT4102,INTEGRATIVE PROGRAMMING AND TECHNOLOGIES LEC.,3,TU,13:30,15:20,SCL 211,ASST.PROF.DR.CHOUVALIT,,
INT4102,INTEGRATIVE PROGRAMMING AND TECHNOLOGIES LEC.,3,TU,15:30,17:20,SCL 211,ASST.PROF.DR.CHOUVALIT; ASST.PROF.DR.CHOUVALIT,,
INT4103,SYSTEM ADMINISTRATION AND MAINTENANCE,3,M,11:30,13:20,SCL 204,,,
INT4103,SYSTEM ADMINISTRATION AND MAINTENANCE,3,M,13:30,15:20,SCL 204,,,
INT4104,SOCIAL AND PROFESSIONAL ISSUES IN,3,TU,11:30,13:20,SCL 206,ASST.PROF.DR.SATHIT,,
INT4105,INFORMATION TECHNOLOGY SEMINAR,1,TH,9:30,11:20,SCL 205,ASST.PROF.DR.SUPATRA; ASST.PROF.DR.CHOUVALIT,,
INT4108,MOBILE APPLICATION DEVELOPMENT,3,M,7:30,9:20,SCL 211,ASST.PROF.CHATREE,,
INT4108,MOBILE APPLICATION DEVELOPMENT,3,M,9:30,11:20,SCL 211,ASST.PROF.CHATREE; ASST.PROF.CHATREE,,
INT4701,INFORMATION TECHNOLOGY PROJECT,3,TU,7:30,9:20,SCL 211,ASSOC.PROF.DR.URAI,,
JPN1011,BASIC JAPANESE 1,3,W,11:10,13:40,KTB 201,ASST.PROF.DR.PREEDA,25-10-25,B
JPN1012,BASIC JAPANESE 2,3,W,9:30,11:20,BPB305,,19-10-25,A
JPN1201,"(JPN1211,JPN2201) JAPANESE CULTURE AND",3,F,13:30,15:20,KLB 501,DR.PATTANADET,19-10-25,B
JPN2011,BASIC JAPANESE 3,3,TH,11:30,13:20,SWB 603,ASST.PROF.DR.PREEDA,17-10-25,B
JPN2012,BASIC JAPANESE 4,3,TU,13:30,15:20,SWB 603,ASST.PROF.DUSITA,21-10-25,B
JPN2110,JAPANESE PRONUNCIATION,3,TH,9:30,11:20,SWB 502,,,
JPN2111,JAPANESE LISTENING AND SPEAKING 1,3,TU,9:30,11:20,SWB 702,,22-10-25,A
JPN2112,JAPANESE LISTENING AND SPEAKING 2,3,TU,11:30,13:20,SWB 501,,28-10-25,A
JPN2113,KANJI STUDIES,3,TU,11:30,13:20,SWB 603,,16-10-25,B
JPN2131,BASIC JAPANESE READING,3,W,11:30,13:20,SWB 605,,18-10-25,B
JPN2141,BASIC JAPANESE WRITING,3,M,13:30,15:20,SWB 604,,18-10-25,A
JPN2211,"(JPN3211,JPN4201) JAPANESE LITERATURE",3,W,11:30,13:20,SWB 702,ASST.PROF.DUSITA,15-10-25,A
JPN3111,INTERMEDIATE JAPANESE 1,3,TU,9:30,11:20,HUB1305,ASST.PROF.DUSITA,24-10-25,B
JPN3112,INTERMEDIATE JAPANESE 2,3,M,11:30,13:20,SWB 604,DR.ROYKAEW,29-10-25,B
JPN3121,INTERMEDIATE JAPANESE,3,W,9:30,11:20,SWB 501,,29-10-25,A
JPN3131,INTERMEDIATE JAPANESE READING 1,3,W,11:30,13:20,SWB 603,DR.ROYKAEW,20-10-25,B
JPN3141,INTERMEDIATE JAPANESE WRITING 1,3,TU,9:30,11:20,SWB 504,,22-10-25,B
JPN3142,INTERMEDIATE JAPANESE WRITING 2,3,TU,11:30,13:20,SWB 504,,24-10-25,A
JPN3202,JAPANESE SHORT STORIES,3,M,11:30,13:20,SWB 605,,17-10-25,A
JPN3301,BUSINESS JAPANESE 1,3,TU,13:30,15:20,SWB 504,,25-10-25,A
JPN3302,JAPANESE FOR HOTEL,3,M,13:30,15:20,SWB 505,,27-10-25,A
JPN4111,INTERMEDIATE- ADVANCED JAPANESE,3,TH,13:30,15:20,SWB 703,ASST.PROF.DR.PREEDA,18-10-25,B
JPN4121,INTERMEDIATE JAPANESE CONVERSATION,3,TH,9:30,11:20,SBB 309,,,
JPN4122,JAPANESE DISCUSSION,3,W,13:30,15:20,SBB 303,,,
JPN4131,INTERMEDIATE JAPANESE READING 2,3,M,11:30,13:20,SWB 702,,17-10-25,A
JPN4141,JAPANESE REPORT WRITING,3,F,9:30,11:20,SWB 504,,19-10-25,A
JPN4301,JAPANESE TRANSLATION 1,3,TH,11:30,13:20,SWB 601,DR.ROYKAEW,17-10-25,B
JPN4302,JAPANESE TRANSLATION 2,3,W,9:30,11:20,SWB 504,,29-10-25,A
JPN4303,JAPANESE INTERPRETATION,3,W,11:30,13:20,SWB 504,,28-10-25,A
JPN4304,BUSINESS JAPANESE 2,3,TU,7:30,9:20,SWB 501,,21-10-25,A
JPN4305,JAPANESE FOR TOURISM,3,F,13:30,15:20,SBB 301,,26-10-25,A
KAS2801,BODY CONDITIONING FOR SPORTS SCIENCE,3,TU,13:30,15:20,SCB 301 SAHACHAI,,25-10-25,A
KAS3201,MACHINERY OF EXERCISE,3,M,9:30,11:20,SCB 307,ASSOC.PROF.DR.THANIDA,,
KAS4201,SPORT PROMOTION AND PUBLIC RELATION,3,TH,15:30,17:20,SCB 304,ASST.PROF.WASSANA,,
KAS4203,OPERATION OF SPORT SCIENCEC,3,W,9:30,11:20,SCB 303,ASST.PROF.DR.CHANAWONG,,
KED4302,PRINCIPLES OF SPORTS COACHING FOR SPORTS,3,TH,9:30,11:20,SCB 303,ASST.PROF.KRITCHAYA,16-10-25,B
KHM1001,FUNDAMENTAL KHMER 1,3,M,11:30,13:20,SWB 501,,17-10-25,A
KHM1002,FUNDAMENTAL KHMER 2,3,F,13:30,15:20,SWB 504,,25-10-25,B
KIN2101,,3,M,7:30,9:20,SCB 303,ASST.PROF.DR.WANATPHONG,27-10-25,A
KIN2111,,3,M,11:30,13:20,SCB 306,ASST.PROF.PANYA,,
KIN3111,,3,TH,9:30,11:20,SCB 307,ASSOC.PROF.DR.THANIDA,,
KOR1001,FUNDAMENTAL KOREAN 1,3,W,13:30,15:20,SBB 201,ASST.PROF.BOONMA,28-10-25,A
KOR1002,FUNDAMENTAL KOREAN 2,3,F,13:30,15:20,KLB 201,ASST.PROF.BOONMA,28-10-25,B
KOR2001,FUNDAMENTAL KOREAN 3,3,TH,9:30,11:20,VPB 402,ASST.PROF.BOONMA,27-10-25,B
KOR2002,FUNDAMENTAL KOREAN 4,3,TH,13:30,15:20,SBB 401,ASST.PROF.BOONMA,29-10-25,B
KRE2203,INTRODUCTION TO THERAPEUTIC,3,M,13:30,15:20,SCB 304,ASST.PROF.DR.WANATPHONG; à¸ªà¸³à¸«à¸£à¸±à¸šà¸™.à¸¨. à¸£à¸«à¸±à¸ª 57-60 à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
KRE2205,RECREATION PROGRAMS,3,TH,11:30,13:20,SCB 304,ASST.PROF.DR.WANATPHONG; à¸ªà¸³à¸«à¸£à¸±à¸š à¸™.à¸¨. à¸£à¸«à¸±à¸ª 57-60 à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
KRE2211,PHILOSOPHY RECEREATION AND LEISURE,3,TU,15:30,17:20,SCB 304,DR.WIMONMARN; à¸ªà¸³à¸«à¸£à¸±à¸šà¸™.à¸¨. à¸£à¸«à¸±à¸ª 61 à¹€à¸›à¹‡à¸™à¸•à¹‰à¸™à¹„à¸› à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
KRE2215,RECREATION PROGRAMS,3,TH,11:30,13:20,SCB 304,ASST.PROF.DR.WANATPHONG; à¸ªà¸³à¸«à¸£à¸±à¸š à¸™.à¸¨. à¸£à¸«à¸±à¸ª 61 à¹€à¸›à¹‡à¸™à¸•à¹‰à¸™à¹„à¸› à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
KRE2401,CLASSICAL DANCE,2,F,9:30,11:20,SCB 301,ASST.PROF.KORNSUANG,,
KRE3201,LEGAL ASPECTS IN RECREATION,3,TH,13:30,15:20,SCB 504,DR.WIMONMARN; à¸ªà¸³à¸«à¸£à¸±à¸š à¸™.à¸¨.à¸£à¸«à¸±à¸ª 57-60 à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
KRE3211,ETHIC AND LEGAL ASPECT IN RECREATION,3,M,9:30,11:20,SCB 306,DR.WIMONMARN,,
KRE3305,RECREATION FOR CHILDREN,3,M,15:30,17:20,SCB 504,,,
KRE3306,RECREATION FOR SPECIAL PERSONS,3,M,9:30,11:20,SCB 504,ASST.PROF.DR.WANATPHONG,,
KRE3309,MANAGEMENT OF COMMUNITY AND,3,TU,11:30,13:20,SCB 504,ASST.PROF.DR.WANATPHONG,,
KRE3319,COMMUNITY AND CAMPUS RECREATION,3,TU,11:30,13:20,SCB 504,ASST.PROF.DR.WANATPHONG,,
KRE4213,INTRODUCTION TO THERAPEUTIC RECREATION,3,M,13:30,15:20,SCB 304,ASST.PROF.DR.WANATPHONG,,
KRE4411,RECREATIONAL CREATIVE MOVEMENT AND,3,TH,9:30,11:20,SCB 301,ASST.PROF.KORNSUANG; ASST.PROF.DR.WANATPHONG,,
KSM2200,HISTORY AND POLICY OF SPORT,3,TH,13:30,15:20,SCB 306,ASSOC.PROF.DR.THANIDA,20-10-25,B
KSM2201,SPORT PHILOSOPHY AND ETHICS,3,TU,7:30,9:20,SCB 504,ASSOC.PROF.PONGTORN,,
KSM2206,SPORTS MANAGEMENT,3,F,15:30,17:20,SCB 304,ASST.PROF.WASSANA,,
KSM3200,MANAGEMENT OF SPORTS ORGANIZATIONS,3,F,9:30,11:20,SCB 304,ASST.PROF.WASSANA,,
LAO1001,FUNDAMENTAL LAO 1,3,TU,9:30,11:20,SWB 604 PLOY,,27-10-25,A
LAO1002,FUNDAMENTAL LAO 2,3,TU,13:30,15:20,SWB 604,,25-10-25,A
LAO2001,FUNDAMENTAL LAO 3,3,F,9:30,11:20,SWB 501,,22-10-25,B
LAO2002,FUNDAMENTAL LAO 4,3,TH,13:30,15:20,SWB 503,,20-10-25,B
LAW1001,"(LA101, LW101) PRINCIPLE OF PUBLIC LAW",2,W,13:50,16:20,KTB 201,ASSOC.PROF.PATANA; ASST.PROF.NITINUT,22-10-25,A
LAW1001,"(LA101, LW101) PRINCIPLE OF PUBLIC LAW",2,M,11:10,13:40,PBB 201,ASSOC.PROF.PATANA; ASST.PROF.NITINUT; ASSOC.PROF.DR.PHUNTHEP,22-10-25,A
LAW1002,"(LA102, LW102) PRINCIPLE OF PRIVATE LAW",2,TH,13:50,16:20,KTB 201,ASSOC.PROF.DR.MALLIKA; ASST.PROF.DR.PORNPROM; ASST.PROF.DR.PREEDA,25-10-25,B
LAW1002,"(LA102, LW102) PRINCIPLE OF PRIVATE LAW",2,TH,11:10,13:40,KTB 301,ASSOC.PROF.DR.MALLIKA; ASST.PROF.DR.PORNPROM; ASST.PROF.DR.PREEDA; ASST.PROF.DR.SITTIPAK; ASST.PROF.DR.CHOMPHUNUD,25-10-25,B
LAW1003,"(LA103, LW203) CIVIL AND COMMERCIAL CODE :",3,W,13:30,15:20,KLB 401,ASST.PROF.KANOKWAN; ASST.PROF.DR.SITTIPAK,21-10-25,B
LAW1003,"(LA103, LW203) CIVIL AND COMMERCIAL CODE :",3,TU,11:30,13:20,KLB 301,ASST.PROF.KANOKWAN; ASST.PROF.DR.SITTIPAK; ASST.PROF.DR.MONTICHA; ASST.PROF.DR.RATTHASAK,21-10-25,B
LAW1004,"(LA104, LW104) INTRODUCTION TO LAW",3,W,11:30,13:20,KLB 401,ASSOC.PROF.PRATUENG; ASST.PROF.THITIPORN L.; ASST.PROF.DR.PREEDA,24-10-25,B
LAW1101,PRINCIPLE OF PUBLIC LAW,2,W,13:50,16:20,KTB 201,ASSOC.PROF.PATANA; ASST.PROF.NITINUT,22-10-25,A
LAW1101,PRINCIPLE OF PUBLIC LAW,2,M,11:10,13:40,PBB 201,ASSOC.PROF.PATANA; ASST.PROF.NITINUT; ASSOC.PROF.DR.PHUNTHEP,22-10-25,A
LAW1102,PRINCIPLE OF PRIVATE LAW,2,TH,13:50,16:20,KTB 201,ASSOC.PROF.DR.MALLIKA; ASST.PROF.DR.PORNPROM; ASST.PROF.DR.PREEDA,25-10-25,B
LAW1102,PRINCIPLE OF PRIVATE LAW,2,TH,11:10,13:40,KTB 301,ASSOC.PROF.DR.MALLIKA; ASST.PROF.DR.PORNPROM; ASST.PROF.DR.PREEDA; ASST.PROF.DR.SITTIPAK; ASST.PROF.DR.CHOMPHUNUD,25-10-25,B
LAW1103,CIVIL AND COMMERCIAL CODE: JURISTIC ACTS,3,W,13:30,15:20,KLB 401,ASST.PROF.KANOKWAN; ASST.PROF.DR.SITTIPAK,21-10-25,B
LAW1103,CIVIL AND COMMERCIAL CODE: JURISTIC ACTS,3,TU,11:30,13:20,KLB 301,ASST.PROF.KANOKWAN; ASST.PROF.DR.SITTIPAK; ASST.PROF.DR.MONTICHA; ASST.PROF.DR.RATTHASAK,21-10-25,B
LAW1104,INTRODUCTION TO LAW,3,W,11:30,13:20,KLB 401,ASSOC.PROF.PRATUENG; ASST.PROF.THITIPORN L.; ASST.PROF.DR.PREEDA,24-10-25,B
LAW1106,THAI LEGAL HISTORY AND MAJOR LEGAL SYSTEMS SEC. 1,3,M,15:30,17:20,VPB 501,ASSOC.PROF.SUMATE; ASST.PROF.PATTHARA,27-10-25,A
LAW1106,THAI LEGAL HISTORY AND MAJOR LEGAL SYSTEMS SEC. 1,3,TU,13:30,15:20,KLB 401,ASSOC.PROF.SUMATE; ASST.PROF.PATTHARA; DR.NADDAPA,27-10-25,A
LAW2001,"(LA201, LW204) CIVIL AND COMMERCIAL CODE :",3,TH,13:30,15:20,KLB 501,ASSOC.PROF.JUTAMAS; ASST.PROF.DR.MONTICHA,19-10-25,B
LAW2001,"(LA201, LW204) CIVIL AND COMMERCIAL CODE :",3,TU,13:30,15:20,KLB 301,ASSOC.PROF.JUTAMAS; ASST.PROF.DR.MONTICHA; ASSOC.PROF.PIMJAI; ASST.PROF.DR.SATCHAWAT,19-10-25,B
LAW2002,"(LA202, LW205) CIVIL AND COMMERCIAL CODE :",3,TU,15:30,17:20,KLB 201,ASSOC.PROF.NIVAT W.,28-10-25,A
LAW2002,"(LA202, LW205) CIVIL AND COMMERCIAL CODE :",3,TU,11:30,13:20,KLB 201,ASSOC.PROF.NIVAT W.; ASSOC.PROF.PRAMOTE; ASST.PROF.PATTARAWAN,28-10-25,A
LAW2003,"CIVIL AND COMMERCIAL CODE : TORTS,",3,M,13:30,15:20,VKB 401,,18-10-25,A
LAW2003,"CIVIL AND COMMERCIAL CODE : TORTS,",3,W,15:30,17:20,KLB 301,ASST.PROF.KANOKWAN,18-10-25,A
LAW2004,"(LA204,LW202) CONSTITUTIONAL LAW AND",3,TH,11:30,13:20,KLB 201,ASSOC.PROF.DR.PHUNTHEP; ASST.PROF.NITINUT,17-10-25,B
LAW2004,"(LA204,LW202) CONSTITUTIONAL LAW AND",3,TH,15:30,17:20,VPB 301,ASSOC.PROF.DR.PHUNTHEP; ASST.PROF.NITINUT; ASSOC.PROF.DR.PAWARIT,17-10-25,B
LAW2005,"(LA205,LW209) CIVIL AND COMMERCIAL CODE :",2,TH,9:30,11:20,KLB 301,ASST.PROF.DR.MONTICHA; ASST.PROF.DR.SATCHAWAT,29-10-25,A
LAW2005,"(LA205,LW209) CIVIL AND COMMERCIAL CODE :",2,W,9:30,11:20,KLB 501,ASST.PROF.DR.MONTICHA; ASST.PROF.DR.SATCHAWAT; ASSOC.PROF.JUTAMAS; ASST.PROF.NATKRITTA; DR.WORAPOJ,29-10-25,A
LAW2006,"(LA206,LW206) CRIMINAL LAW 1",3,F,11:30,13:20,KLB 201,ASSOC.PROF.RUANGYOTE; ASSOC.PROF.PRATUENG; DR.NADDAPA,22-10-25,B
LAW2006,"(LA206,LW206) CRIMINAL LAW 1",3,M,9:30,11:20,KLB 501,ASSOC.PROF.RUANGYOTE; ASSOC.PROF.PRATUENG; DR.NADDAPA,22-10-25,B
LAW2007,"(LA207,LW207)CRIMINAL LAW 2",3,W,9:30,11:20,VPB 501,ASST.PROF.NOPPONG; DR.NADDAPA,27-10-25,B
LAW2007,"(LA207,LW207)CRIMINAL LAW 2",3,TH,13:30,15:20,VPB 501,ASST.PROF.NOPPONG; DR.NADDAPA,27-10-25,B
LAW2008,"(LA208,LW210) CIVIL AND COMMERCIAL CODE :",2,W,9:30,11:20,KLB 301,ASSOC.PROF.JARAL L.,20-10-25,B
LAW2008,"(LA208,LW210) CIVIL AND COMMERCIAL CODE :",2,TU,13:30,15:20,VPB 501,ASSOC.PROF.JARAL L.; ASST.PROF.DR.MONTICHA,20-10-25,B
LAW2009,"(LA209,LW211) CIVIL AND COMMERCIAL CODE :",2,TU,11:30,13:20,KLB 501,ASST.PROF.DR.CHOMPHUNUD,21-10-25,B
LAW2009,"(LA209,LW211) CIVIL AND COMMERCIAL CODE :",2,W,11:30,13:20,KLB 501,ASST.PROF.DR.CHOMPHUNUD; ASSOC.PROF.PIMJAI,21-10-25,B
LAW2010,"(LA210,LW302) CIVIL AND COMMERCIAL CODE :",2,W,13:30,15:20,KLB 501,ASST.PROF.DR.SATCHAWAT,20-10-25,A
LAW2010,"(LA210,LW302) CIVIL AND COMMERCIAL CODE :",2,M,11:30,13:20,KLB 301,ASST.PROF.DR.SATCHAWAT; ASSOC.PROF.PRASERT; ASST.PROF.DR.CHANOKPORN,20-10-25,A
LAW2011,"(LA211,LW303) CIVIL AND COMMERCIAL CODE :",2,W,9:30,11:20,KLB 401,ASST.PROF.DR.PREEDA,15-10-25,B
LAW2011,"(LA211,LW303) CIVIL AND COMMERCIAL CODE :",2,TH,11:30,13:20,KLB 401,ASST.PROF.DR.PREEDA; ASST.PROF.DR.CHANOKPORN,15-10-25,B
LAW2012,"(LA212,LW212) CIVIL AND COMMERCIAL CODE :",2,TH,9:30,11:20,KLB 501,ASSOC.PROF.SUMATE; ASST.PROF.KANOKWAN,27-10-25,B
LAW2012,"(LA212,LW212) CIVIL AND COMMERCIAL CODE :",2,W,13:30,15:20,VKB 401,ASSOC.PROF.SUMATE; ASST.PROF.KANOKWAN; ASSOC.PROF.DR.PRAPHASRI,27-10-25,B
LAW2013,"(LA213,LW213) CIVIL AND COMMERCIAL CODE :",2,W,11:30,13:20,VKB 501,ASST.PROF.NATKRITTA,15-10-25,A
LAW2013,"(LA213,LW213) CIVIL AND COMMERCIAL CODE :",2,M,7:30,9:20,VPB 401,ASST.PROF.NATKRITTA; ASSOC.PROF.DR.PHUNTHEP,15-10-25,A
LAW2016,BUSINESS LAW,3,TU,11:30,13:20,LOB 2301,ASST.PROF.DR.SLIN,21-10-25,A
LAW2016,BUSINESS LAW,3,M,13:30,15:20,LOB 2401,ASST.PROF.DR.SLIN; DR.NADDAPA,21-10-25,A
LAW2101,CIVIL AND COMMERCIAL CODE : PROPERTY,3,TH,13:30,15:20,KLB 501,ASSOC.PROF.JUTAMAS; ASST.PROF.DR.MONTICHA,19-10-25,B
