course_code,course_name,credits,day,start_time,end_time,room,lecturer,exam_date,exam_session
BIT4908,,3,TH,13:30,16:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI,,
BIT4908,,3,M,9:30,12:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN,,
BIT4908,,3,TU,9:30,12:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN,,
BIT4908,,3,F,13:30,16:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN,,
BIT4908,,3,TH,9:30,12:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN; ASST.PROF.DR.SANYA,,
BIT4908,,3,TH,13:30,16:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA,,
BIT4908,,3,F,9:30,12:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA,,
BIT4908,,3,TU,9:30,12:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.VARAPORN,,
BIT4908,,3,TH,13:30,16:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN,,
BIT4908,,3,F,9:30,12:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN,,
BIT4908,,3,W,13:30,16:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.THORNTHAN,,
BIT4908,,3,TH,9:30,12:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.THORNTHAN; ASST.PROF.DR.THORNTHAN,,
BIT4908,,3,TH,13:30,16:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.THORNTHAN; ASST.PROF.DR.THORNTHAN; ASST.PROF.DR.THORNTHAN,,
BIT4908,,3,M,9:30,12:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.THORNTHAN; ASST.PROF.DR.THORNTHAN; ASST.PROF.DR.THORNTHAN; DR.CHOMPOONUTH,,
BIT4908,,3,W,13:30,15:20,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.THORNTHAN; ASST.PROF.DR.THORNTHAN; ASST.PROF.DR.THORNTHAN; DR.CHOMPOONUTH; DR.CHOMPOONUTH,,
BIT4908,,3,F,9:30,12:30,KMB 203,ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; ASSOC.PROF.DR.ORATAI; DR.THANASAN; DR.THANASAN; DR.THANASAN; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.SANYA; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.VARAPORN; ASST.PROF.DR.THORNTHAN; ASST.PROF.DR.THORNTHAN; ASST.PROF.DR.THORNTHAN; DR.CHOMPOONUTH; DR.CHOMPOONUTH; DR.CHOMPOONUTH,,
BOT2101,"(BO215,BB211)BOTANY",3,TU,9:30,11:20,SCL 401 PRASIT,ASST.PROF.DR.PATCHARAWADE,,
BOT2101,"(BO215,BB211)BOTANY",3,TU,13:30,16:30,SCL 509,ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.PATCHARAWADE,,
BOT3101,"(BO352,BB311)ALGOLOGY",3,TH,9:30,11:20,SCL 508,,,
BOT3101,"(BO352,BB311)ALGOLOGY",3,TH,13:30,16:30,SCL 508,,,
BOT3301,"(BO331,BB331)PLANT MORPHOLOGY",3,TH,7:30,9:20,SCL 509,ASST.PROF.SUPCHOTE,,
BOT3301,"(BO331,BB331)PLANT MORPHOLOGY",3,TH,13:30,16:30,SCL 509,ASST.PROF.SUPCHOTE; ASST.PROF.SUPCHOTE,,
BOT3401,"(BO332,BB341)TAXONOMY OF SEED PLANTS",3,F,9:30,11:20,SCL 509,ASSOC.PROF.DR.KANOKORN,,
BOT3401,"(BO332,BB341)TAXONOMY OF SEED PLANTS",3,F,13:30,16:30,SCL 509,ASSOC.PROF.DR.KANOKORN; ASSOC.PROF.DR.KANOKORN,,
BOT3402,"(BO351,BB342)AQUATIC PLANTS",3,M,9:30,11:20,SCL 509,ASST.PROF.SUPCHOTE,,
BOT3402,"(BO351,BB342)AQUATIC PLANTS",3,M,13:30,16:30,SCL 509,ASST.PROF.SUPCHOTE; ASST.PROF.SUPCHOTE,,
BOT3501,"(BO441,BB351)PLANT PHYSIOLOGY",3,TH,7:30,9:20,SCL 405 PRASIT,ASST.PROF.DR.PATCHARAWADE,,
BOT3501,"(BO441,BB351)PLANT PHYSIOLOGY",3,TH,9:30,12:30,SCL 405,ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.PATCHARAWADE,,
BOT4101,"(BO355,BB411)LICHENOLOGY",3,F,9:30,11:20,SCO 315,ASST.PROF.DR.KAWINNAT; ASST.PROF.DR.VASUN,,
BOT4101,"(BO355,BB411)LICHENOLOGY",3,F,13:30,16:30,SCO 315,ASST.PROF.DR.KAWINNAT; ASST.PROF.DR.VASUN; ASST.PROF.DR.KAWINNAT; ASST.PROF.DR.VASUN,,
BOT4201,"(BO523,BB421)PLANT GEOGRAPHY",3,TU,9:30,11:20,SCL 405,ASSOC.PROF.DR.KANOKORN,,
BOT4305,ETHNOBOTANY,3,F,9:30,11:20,SCL 512,ASST.PROF.DR.THANIWAN,,
BOT4305,ETHNOBOTANY,3,F,13:30,16:30,SCL 512,ASST.PROF.DR.THANIWAN; ASST.PROF.DR.THANIWAN,,
BOT4702,PLANT MOLECULAR BIOLOGY,3,W,9:30,11:20,SCL 501,ASST.PROF.DR.SUBHALAI,,
BOT4702,PLANT MOLECULAR BIOLOGY,3,W,13:30,16:30,SCL 501,ASST.PROF.DR.SUBHALAI; ASST.PROF.DR.SUBHALAI,,
BOT4802,"(BO434,BB482)MEDICINAL PLANTS",3,M,9:30,11:20,SCL 405,ASST.PROF.DR.THANIWAN,,
BOT4802,"(BO434,BB482)MEDICINAL PLANTS",3,M,13:30,16:30,SCL 405,ASST.PROF.DR.THANIWAN; ASST.PROF.DR.THANIWAN,,
BOT4806,CANNABIS SCIENCE,3,W,9:30,11:20,SCL 405,,,
BOT4901,SEMINAR IN BOTANY,1,TU,9:30,10:30,SCL 512,ASST.PROF.DR.VASUN; ASST.PROF.DR.SUPANEE; DR.THANYANUCH; ASST.PROF.DR.THANIWAN,,
BOT4902,"(BO498,BB492)SPECIAL PROBLEM IN BOTANY",3,M,9:30,12:30,SCL 406,,,
BOT4902,"(BO498,BB492)SPECIAL PROBLEM IN BOTANY",3,M,13:30,16:30,SCL 406,,,
BOT4902,"(BO498,BB492)SPECIAL PROBLEM IN BOTANY",3,W,9:30,12:30,SCL 406,,,
BOT4902,"(BO498,BB492)SPECIAL PROBLEM IN BOTANY",3,M,13:30,16:30,SCL 501,ASST.PROF.DR.PATCHARAWADE,,
BOT4902,"(BO498,BB492)SPECIAL PROBLEM IN BOTANY",3,F,9:30,12:30,SCL 501,ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.PATCHARAWADE,,
BOT4902,"(BO498,BB492)SPECIAL PROBLEM IN BOTANY",3,F,13:30,16:30,SCL 501,ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.PATCHARAWADE,,
BOT4902,"(BO498,BB492)SPECIAL PROBLEM IN BOTANY",3,M,13:30,16:30,SCL 501,ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.THANIWAN,,
BOT4902,"(BO498,BB492)SPECIAL PROBLEM IN BOTANY",3,W,9:30,12:30,SCL 507,ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.THANIWAN; ASST.PROF.DR.THANIWAN,,
BOT4902,"(BO498,BB492)SPECIAL PROBLEM IN BOTANY",3,W,13:30,16:30,SCL 507,ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.PATCHARAWADE; ASST.PROF.DR.THANIWAN; ASST.PROF.DR.THANIWAN; ASST.PROF.DR.THANIWAN,,
BUS2101,BUSINESS INFORMATION AND COMMUNICATION,3,W,9:30,11:20,SBB 201,,29-10-25,A
CAE1306,BASIC DRAWING,3,TU,13:30,15:20,SCB403 KIATTISAK,,,
CAE2204,COLOUR THEORIES,3,TU,13:30,15:20,SCB 501,,,
CAE2205,HISTORY OF ART EDUCATION,3,TH,11:30,13:20,NCB 504,ASST.PROF.KITTIMA,,
CAE2302,HISTORY OF ART,3,TU,11:30,13:20,NCB 504,ASST.PROF.KITTIMA,,
CAE2304,COLOUR THEORIES FOR TEACHERS,3,TU,13:30,15:20,SCB 501,,,
CAE3213,SCULPTURE,3,TH,15:30,17:20,DS 5,,,
CAE3214,GRAPHIC ART,3,TU,9:30,11:20,NCB 503,,,
CAE3216,ART CRITICISM,3,TU,13:30,15:20,NCB 101,ASST.PROF.THORFUN,,
CAE3225,THAI ART,3,TU,17:30,19:20,DS 5,,,
CAE3226,ARTS OF EARLY CHILDHOOD TEACHER,3,TH,9:30,11:20,SCB401,,,
CAE3241,TEACHING IN ART EDUCATION MAJOR,4,W,9:30,11:20,SCB 501,ASST.PROF.KITTIMA; ASST.PROF.THORFUN,,
CAE3241,TEACHING IN ART EDUCATION MAJOR,4,W,11:30,14:30,SCB 501,ASST.PROF.KITTIMA; ASST.PROF.THORFUN; ASST.PROF.KITTIMA; ASST.PROF.THORFUN,,
CAE3313,SCULPTURE FOR TEACHERS,3,TH,15:30,17:20,DS 5,,,
CAE3314,GRAPHIC ART FOR TEACHERS,3,TU,9:30,11:20,NCB 503,,,
CAE3315,AESTHETICS OF VISUAL ARTS,3,M,11:30,13:20,NCB 601,ASST.PROF.THORFUN,,
CAE3317,CAREER SKILLS AND PRACTICES IN ART AND ART,3,W,9:30,11:20,NCB 601,,,
CAE3425,BASIC OF THAI ART,3,TU,17:30,19:20,DS 5,,,
CAE3426,ART OF EARLY CHILDHOOD EDUCATION,3,TH,9:30,11:20,SCB401 PANICHAPAT,,,
CAE3429,RECYCLED MATERIALS DESIGN,3,TU,11:30,13:20,NCB 502,ASST.PROF.THORFUN,,
CAE3434,MIXED-MEDIA ART,3,TU,15:30,17:20,DS 5,,,
CAE3435,DESIGN AND DEVELOPMENT OF LEARNING MEDIA,3,F,9:30,11:20,SWB 701,,,
CAE3437,CREATIVE ILLUSTRATION,3,F,11:30,13:20,NCB 504,ASST.PROF.KITTIMA,,
CAE4217,ADMINISTRATION AND PRACTICES IN ART,3,W,9:30,11:20,NCB 601,,,
CAE4219,RESEARCH IN ART AND ART EDUCATION,3,W,7:30,9:20,NCB 601,,,
CAE4317,CAREER SKILLS AND PRACTICES IN ART,3,W,9:30,11:20,NCB 601,,,
CAE4319,RESEARCH AND SEMINAR OF ART,3,W,7:30,9:20,NCB 601,,,
CAE4322,TEACHING IN ART EDUCATION LEVEL 2,3,F,9:30,11:20,NCB 504,ASST.PROF.KITTIMA,,
CCE1101,FUNDAMENTAL INTRODUCTION TO COMPUTER,3,M,11:30,13:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE1102,FUNDAMENTAL OF INFORMATION TECHNOLOGY,3,TH,13:30,15:20,DS 1à¸Šà¸±à¹‰à¸™5,ASST.PROF.DR.SURAWEE,,
CCE1103,FUNDAMENTAL SCIENCE FOR COMPUTER,3,M,15:30,17:20,DS 1à¸Šà¸±à¹‰à¸™5,ASST.PROF.DR.ONUMA,,
CCE2101,THAI KEYBOARDING,3,TU,7:30,9:20,DS 1à¸Šà¸±à¹‰à¸™5,ASST.PROF.DR.SURAWEE,,
CCE2102,(CBE 2102)ENGLISH KEYBOARDING,3,W,7:30,9:20,DS 1à¸Šà¸±à¹‰à¸™5,ASST.PROF.DR.SURAWEE,,
CCE2103,MATHEMATICS FOR COMPUTER,3,F,7:30,9:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE2104,APPLY COMPUTER PROGRAMMING,3,W,11:30,13:20,DS 5,,,
CCE2106,APPLY COMPUTING SCIENCE,3,M,9:30,11:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE2107,ENGINEERING DESIGN PROCESS,3,M,13:30,15:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE3101,APPLY DATABASE SYSTEM,3,F,13:30,15:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE3102,MULTIMEDIA AND HYPERMEDIA,3,TH,11:30,13:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE3103,NETWORK SYSTEM & DATA COMMUNICATION,3,TH,9:30,11:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE3104,PRINCIPLE DEVELOPMENT CURRICULM IN,3,F,15:30,17:20,DS 1à¸Šà¸±à¹‰à¸™5,ASST.PROF.DR.SURAWEE,,
CCE3105,INSTRUCTIONAL METHODOLOGY IN COMPUTER,3,TH,7:30,9:20,DS 1à¸Šà¸±à¹‰à¸™5,ASST.PROF.DR.SURAWEE,,
CCE3106,INFORMATION SCIENCE FOR OFFICE,3,W,17:30,19:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE3107,OPERATION SYSTEM AND APPLY PROGRAM OF,3,W,13:30,15:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE3108,APPLY JAVA PROGRMMING,3,W,9:30,11:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE3109,TEACHING IN COMPUTER EDUCATION MAJOR,4,TU,11:30,13:20,DS 1à¸Šà¸±à¹‰à¸™5,ASST.PROF.DR.SURAWEE,,
CCE3109,TEACHING IN COMPUTER EDUCATION MAJOR,4,TU,13:30,16:30,DS 1à¸Šà¸±à¹‰à¸™5,ASST.PROF.DR.SURAWEE; ASST.PROF.DR.SURAWEE,,
CCE3110,DATA SCIENCE TECHNOLOGY FOR EDUCATION,3,W,11:30,13:20,DS 1à¸Šà¸±à¹‰à¸™5,ASST.PROF.DR.SURAWEE,,
CCE3112,DIGITAL TECHNOLOGY FOR TEACHER,3,TH,11:30,13:20,SCB102,ASST.PROF.DR.SURAWEE,,
CCE4101,APPLY KNOWLEDGE MANAGEMENT OF EDUCATION,3,F,9:30,11:20,DS 1à¸Šà¸±à¹‰à¸™5,ASST.PROF.DR.SURAWEE,,
CCE4102,MAINTENANCE OF COMPUTER & COMPONENTS,3,W,15:30,17:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE4103,ARTIFICIAL INTELLIGENCE,3,TU,9:30,11:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE4104,TEACHING BEHAVIOR IN COMPUTER EDUCATION 1,3,F,11:30,13:20,DS 1à¸Šà¸±à¹‰à¸™5,ASST.PROF.DR.SURAWEE,,
CCE4105,TEACHING BEHAVIOR IN COMPUTER EDUCATION 2,3,TH,15:30,17:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE4106,LAW AND ETHIC FOR INFORMATION TECHNOLOGY,3,TU,17:30,19:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE4107,PROJECT OF COMPUTER EDUCATIONS,3,M,7:30,9:20,DS 1à¸Šà¸±à¹‰à¸™5,,,
CCE4205,TEACHING BEHAVIOR IN COMPUTER EDUCATION,3,TH,15:30,17:20,DS 1à¸Šà¸±à¹‰à¸™5 YASA,,,
CCH2101,CHINESE PHONETICS FOR TEACHER,3,TH,7:30,9:20,NCB 503,ASST.PROF.PANTIPA,,
CCH2102,CHINESE GRAMMAR TEACHING FOR TEACHING,3,M,9:30,11:20,SCB404,,,
CCH2103,CHINESE FOR EARLY CHILDHOOD TEACHERS,3,TH,13:30,15:20,NCB 502,DR.TANUTCHAPORN,,
CCH2105,CHINESE LANGUAGE CURRICULUM IN A,3,TH,7:30,9:20,SCB404,DR.TANUTCHAPORN,,
CCH2201,TEACHING LISTENING AND SPEAKING OF CHINESE,3,TU,13:30,15:20,EOB 502,,,
CCH2202,TEACHING TRANSLATION FROM CHINESE TO THAI,3,M,13:30,15:20,NCB 502,,,
CCH2401,TEACHING LISTENING AND SPEAKING OF CHINESE,3,TU,13:30,15:20,EOB 502,,,
CCH2402,TRANSLATION FROM CHINESE TO THAI FOR,3,M,13:30,15:20,NCB 502,,,
CCH2403,GENERAL ASPECTS OF P. R. CHINA FOR TEACHING,3,M,13:30,15:20,EOB 502,,,
CCH3105,HSK TRAINING FOR CHINESE TESTING,3,TH,9:30,11:20,EOB 502,,,
CCH3107,INNOVATION FOR CHINESE EDUCATION,3,W,7:30,9:20,EOB 502,ASST.PROF.PANTIPA; ASST.PROF.DR.NISSORN,,
CCH3201,TEACHING CHINESE AS A FOREIGN LANGUAGE,3,TH,13:30,15:20,EOB 502,ASST.PROF.PANTIPA,,
CCH3301,TEACHING IN CHINESE MAJOR,4,W,13:30,15:20,NCB 502,ASST.PROF.PANTIPA,,
CCH3301,TEACHING IN CHINESE MAJOR,4,W,15:30,18:30,NCB 502,ASST.PROF.PANTIPA; ASST.PROF.PANTIPA,,
CCH3401,TEACHING CHINESE AS A FOREIGN LANGUAGE,3,TH,13:30,15:20,EOB 502,ASST.PROF.PANTIPA,,
CCH3403,CHINESE CHARACTERS FOR TEACHING,3,TU,9:30,11:20,EOB 502,DR.TANUTCHAPORN,,
CCH4101,TEACHING BEHAVIOR IN CHINESE 1,4,W,7:30,9:20,SCB404,DR.TANUTCHAPORN,,
CCH4101,TEACHING BEHAVIOR IN CHINESE 1,4,W,9:30,12:30,SCB404,DR.TANUTCHAPORN; DR.TANUTCHAPORN,,
CCH4102,TEACHING BEHAVIOR IN CHINESE 2,4,F,7:30,9:20,NCB 503,,,
CCH4102,TEACHING BEHAVIOR IN CHINESE 2,4,F,9:30,12:30,NCB 503,,,
CCH4201,CHINESE LANGUAGE CURRICULUM FOR TEACHER,3,TH,7:30,9:20,SCB404,DR.TANUTCHAPORN; à¸ªà¸³à¸«à¸£à¸±à¸šà¸™à¸¨.à¸£à¸«à¸±à¸ª 57-59 à¸¥à¸‡à¸—à¸°à¹€à¸šà¸µà¸¢à¸™à¹€à¸£à¸µà¸¢à¸™,,
CCH4301,TEACHING BEHAVIOR IN CHINESE 1,3,W,7:30,9:20,SCB404,DR.TANUTCHAPORN,,
CCH4302,TEACHING BEHAVIOR IN CHINESE 2,3,F,7:30,9:20,NCB 503,,,
CCH4401,CHINESE LANGUAGE CURRUCULUM IN SCHOOL,3,TH,7:30,9:20,SCB404,DR.TANUTCHAPORN,,
CCH4404,"EDUCATIONAL MEDIA, LEARNING RESOURCES AND",3,W,7:30,9:20,EOB 502,ASST.PROF.PANTIPA; ASST.PROF.DR.NISSORN,,
CCH4405,TEACHING CHINESE -THAI CROSS-CULTURAL,3,TH,11:30,13:20,EOB 502,DR.TANUTCHAPORN,,
CCS2101,ORGANIC CHEMISTRY LABORATORY FOR,1,TU,13:30,16:30,SCL 804,ASST.PROF.DR.VACHIRAPORN; DR.WARALUCK,,
CCS2101,ORGANIC CHEMISTRY LABORATORY FOR,1,TU,13:30,16:30,SCL 801,ASST.PROF.DR.VACHIRAPORN; DR.WARALUCK; PROF.DR.APICHART; DR.WACHIRACHAI,,
CCS2102,COSMETIC CHEMISTRY,3,TU,9:30,11:20,SCL 805,,22-10-25,A
CCS2102,COSMETIC CHEMISTRY,3,TH,13:30,16:30,SCL 1001,DR.WARALUCK,22-10-25,A
CCS2102,COSMETIC CHEMISTRY,3,TH,13:30,16:30,SCL 1004,DR.WARALUCK; DR.WACHIRACHAI,22-10-25,A
CCS2104,ANALYTICAL CHEMISTRY FOR COSMETIC,3,M,13:30,15:20,SWB 502,DR.PRAPHA; ASST.PROF.DR.EAKKASIT,18-10-25,A
CCS2106,PHYSICAL CHEMISTRY FOR COSMETIC CHMISTRY,3,M,11:30,13:20,SCL 905,ASSOC.PROF.DR.TATIYA; ASST.PROF.DR.NICHAPHAT,17-10-25,A
CCS2107,BASIC BIOCHEMISTRY,3,TH,9:30,12:30,SCO 601,DR.SANTHANA; DR.MAYURA,,
CCS3101,BASIC PRINCIPLES OF PHARMACOLOGY AND,2,W,11:30,13:20,SKB502,ASST.PROF.NARTTAYA,,
CCS3105,"COSMETICS AND NATURAL PRODUCTS FOR HAIR,",4,M,13:30,15:20,SWB 501,,,
CCS3105,"COSMETICS AND NATURAL PRODUCTS FOR HAIR,",4,W,13:30,16:30,SCL 1001,DR.WARALUCK,,
CCS3105,"COSMETICS AND NATURAL PRODUCTS FOR HAIR,",4,W,13:30,16:30,SCL 1004,DR.WARALUCK; DR.WACHIRACHAI,,
CCS3107,GOOD MANUFACTURING PRACTICE AND PROCESS LEC.,3,TU,7:30,9:20,SCL 905 PANIDA,,,
CCS4101,COSMETIC PRODUCT DEVELOPMENT FROM,3,TU,13:30,15:20,SCL 805,,,
CCS4101,COSMETIC PRODUCT DEVELOPMENT FROM,3,F,9:30,12:30,SCL 1004,,,
CCS4301,RAW MATERIAL AND ITS MANAGEMENT IN,2,F,13:30,15:20,SWB 503,DR.WARALUCK; DR.WACHIRACHAI,,
CCS4402,DIETARY SUPPLEMENTS FOR HEALTH AND,2,F,7:30,9:20,SCO 601,DR.SANTHANA; ASST.PROF.DR.JARIYA,,
CCS4508,SEMINAR IN COSMETIC CHEMISTRY AND NATURAL LEC.,1,F,13:30,16:30,SCL 1009,DR.SANTHANA,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,F,9:30,12:30,LTB516,PROF.DR.APICHART,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,F,13:30,16:30,,PROF.DR.APICHART,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,F,9:30,12:30,LTB515,PROF.DR.APICHART; ASSOC.PROF.DR.BOON-EK,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,F,13:30,16:30,,PROF.DR.APICHART; ASSOC.PROF.DR.BOON-EK,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,F,9:30,12:30,LTB518,PROF.DR.APICHART; ASSOC.PROF.DR.BOON-EK; ASST.PROF.DR.VACHIRAPORN,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,F,13:30,16:30,,PROF.DR.APICHART; ASSOC.PROF.DR.BOON-EK; ASST.PROF.DR.VACHIRAPORN,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,W,13:30,16:30,SCO 525,PROF.DR.APICHART; ASSOC.PROF.DR.BOON-EK; ASST.PROF.DR.VACHIRAPORN; DR.SANTHANA,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,TH,13:30,16:30,,PROF.DR.APICHART; ASSOC.PROF.DR.BOON-EK; ASST.PROF.DR.VACHIRAPORN; DR.SANTHANA,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,TU,13:30,16:30,LTB517,PROF.DR.APICHART; ASSOC.PROF.DR.BOON-EK; ASST.PROF.DR.VACHIRAPORN; DR.SANTHANA; DR.WACHIRACHAI,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,F,9:30,12:30,,PROF.DR.APICHART; ASSOC.PROF.DR.BOON-EK; ASST.PROF.DR.VACHIRAPORN; DR.SANTHANA; DR.WACHIRACHAI,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,F,9:30,12:30,SCL 1004,PROF.DR.APICHART; ASSOC.PROF.DR.BOON-EK; ASST.PROF.DR.VACHIRAPORN; DR.SANTHANA; DR.WACHIRACHAI,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,F,13:30,16:30,,PROF.DR.APICHART; ASSOC.PROF.DR.BOON-EK; ASST.PROF.DR.VACHIRAPORN; DR.SANTHANA; DR.WACHIRACHAI,,
CCS4509,RESEARCH PROJECT IN COSMETIC CHEMISTRY AND SEC. 1,2,W,9:30,12:30,SCL 1004,PROF.DR.APICHART; ASSOC.PROF.DR.BOON-EK; ASST.PROF.DR.VACHIRAPORN; DR.SANTHANA; DR.WACHIRACHAI,,
